"","country","iso3c","WHO_region","income_g","year","pop","pop_name"
"27845","Switzerland","CHE","EURO","High income",2049,230616.521770213,"HWF"
"27846","Syrian Arab Republic","SYR","EMRO","Low income",2049,155646.519903343,"HWF"
"27847","Tajikistan","TJK","EURO","Lower middle income",2049,89033.7953653676,"HWF"
"27848","Tanzania, United Republic of","TZA","AFRO","Lower middle income",2049,81611.8136620875,"HWF"
"27849","Thailand","THA","SEARO","Upper middle income",2049,268668.135795017,"HWF"
"27850","Timor-Leste","TLS","SEARO","Lower middle income",2049,2991.25074254381,"HWF"
"27851","Togo","TGO","AFRO","Low income",2049,6971.81178259411,"HWF"
"27852","Tonga","TON","WPRO","Upper middle income",2049,380.159518449848,"HWF"
"27853","Trinidad and Tobago","TTO","AMRO","High income",2049,12483.8884742643,"HWF"
"27854","Tunisia","TUN","EMRO","Lower middle income",2049,55732.2567053745,"HWF"
"27855","Turkey","TUR","EURO","Upper middle income",2049,526684.524649891,"HWF"
"27856","Turkmenistan","TKM","EURO","Upper middle income",2049,44954.133965652,"HWF"
"27857","Uganda","UGA","AFRO","Low income",2049,157366.678815887,"HWF"
"27858","Ukraine","UKR","EURO","Lower middle income",2049,342238.164827164,"HWF"
"27859","United Arab Emirates","ARE","EMRO","High income",2049,255821.171505894,"HWF"
"27860","United Kingdom","GBR","EURO","High income",2049,1239816.55309425,"HWF"
"27861","United States of America","USA","AMRO","High income",2049,6915505.82871969,"HWF"
"27862","Uruguay","URY","AMRO","High income",2049,65320.3700317637,"HWF"
"27863","Uzbekistan","UZB","EURO","Lower middle income",2049,644534.756824078,"HWF"
"27864","Vanuatu","VUT","WPRO","Lower middle income",2049,626.961474901491,"HWF"
"27865","Venezuela","VEN","AMRO","Upper middle income",2049,156683.147071835,"HWF"
"27866","Viet Nam","VNM","WPRO","Lower middle income",2049,148654.45436848,"HWF"
"27867","Yemen","YEM","EMRO","Low income",2049,92905.055219204,"HWF"
"27868","Zambia","ZMB","AFRO","Lower middle income",2049,44795.2733659201,"HWF"
"27869","Zimbabwe","ZWE","AFRO","Lower middle income",2049,42651.4164063453,"HWF"
"27870","Andorra","AND","EURO","High income",2049,805.723564353726,"HWF"
"27871","Antigua And Barbuda","ATG","AMRO","High income",2049,1657.35342192177,"HWF"
"27872","Cook Islands","COK","WPRO","High income",2049,130.860154441704,"HWF"
"27873","Marshall Islands","MHL","WPRO","Upper middle income",2049,97.415117635011,"HWF"
"27874","Monaco","MCO","EURO","High income",2049,1159.23731121894,"HWF"
"27875","Nauru","NRU","WPRO","High income",2049,193.905723437967,"HWF"
"27876","Palau","PLW","WPRO","High income",2049,201.771098907979,"HWF"
"27877","Saint Kitts and Nevis","KNA","AMRO","High income",2049,417.597394668636,"HWF"
"27878","San Marino","SMR","EURO","High income",2049,657.743694264121,"HWF"
"27879","Tuvalu","TUV","WPRO","Upper middle income",2049,45.3778475543106,"HWF"
"27880","Afghanistan","AFG","EMRO","Low income",2050,100365.752483594,"HWF"
"27881","Albania","ALB","EURO","Upper middle income",2050,22566.0671497073,"HWF"
"27882","Algeria","DZA","AFRO","Lower middle income",2050,194372.774371092,"HWF"
"27883","Angola","AGO","AFRO","Lower middle income",2050,56875.7350240128,"HWF"
"27884","Argentina","ARG","AMRO","Upper middle income",2050,407654.977673042,"HWF"
"27885","Armenia","ARM","EURO","Upper middle income",2050,20850.206329001,"HWF"
"27886","Australia","AUS","WPRO","High income",2050,677496.680170516,"HWF"
"27887","Austria","AUT","EURO","High income",2050,159170.023888844,"HWF"
"27888","Azerbaijan","AZE","EURO","Upper middle income",2050,111216.927110424,"HWF"
"27889","Bahamas","BHS","AMRO","High income",2050,3232.5025181768,"HWF"
"27890","Bahrain","BHR","EMRO","High income",2050,8538.05193709693,"HWF"
"27891","Bangladesh","BGD","SEARO","Lower middle income",2050,222364.443023451,"HWF"
"27892","Barbados","BRB","AMRO","High income",2050,2316.34301207128,"HWF"
"27893","Belarus","BLR","EURO","Upper middle income",2050,121989.669131348,"HWF"
"27894","Belgium","BEL","EURO","High income",2050,357130.30608867,"HWF"
"27895","Belize","BLZ","AMRO","Upper middle income",2050,2109.78756381207,"HWF"
"27896","Benin","BEN","AFRO","Lower middle income",2050,8925.42871100506,"HWF"
"27897","Bhutan","BTN","SEARO","Lower middle income",2050,2436.8589427974,"HWF"
"27898","Bolivia","BOL","AMRO","Lower middle income",2050,42417.5736302444,"HWF"
"27899","Bosnia and Herzegovina","BIH","EURO","Upper middle income",2050,22885.7088049471,"HWF"
"27900","Botswana","BWA","AFRO","Upper middle income",2050,14801.0728636299,"HWF"
"27901","Brazil","BRA","AMRO","Upper middle income",2050,1935577.42411874,"HWF"
"27902","Brunei Darussalam","BRN","WPRO","High income",2050,7054.58795950336,"HWF"
"27903","Bulgaria","BGR","EURO","Upper middle income",2050,50198.8630075146,"HWF"
"27904","Burkina Faso","BFA","AFRO","Low income",2050,45114.6582036864,"HWF"
"27905","Burundi","BDI","AFRO","Low income",2050,21090.3060963947,"HWF"
"27906","Cambodia","KHM","WPRO","Lower middle income",2050,30047.4850333643,"HWF"
"27907","Cameroon","CMR","AFRO","Lower middle income",2050,17250.1486681488,"HWF"
"27908","Canada","CAN","AMRO","High income",2050,734128.526769272,"HWF"
"27909","Cape Verde","CPV","AFRO","Lower middle income",2050,844.897678183209,"HWF"
"27910","Central African Republic","CAF","AFRO","Low income",2050,4757.6573516597,"HWF"
"27911","Chad","TCD","AFRO","Low income",2050,9936.32527522379,"HWF"
"27912","Chile","CHL","AMRO","High income",2050,222349.741945314,"HWF"
"27913","China","CHN","WPRO","Upper middle income",2050,7494956.81153226,"HWF"
"27914","Colombia","COL","AMRO","Upper middle income",2050,338113.228599202,"HWF"
"27915","Comoros","COM","AFRO","Lower middle income",2050,2189.06269851373,"HWF"
"27916","Congo","COG","AFRO","Lower middle income",2050,10292.4197274905,"HWF"
"27917","Costa Rica","CRI","AMRO","Upper middle income",2050,38080.5343175599,"HWF"
"27918","Côte d'Ivoire","CIV","AFRO","Lower middle income",2050,49412.2379488306,"HWF"
"27919","Croatia","HRV","EURO","High income",2050,54850.2500164219,"HWF"
"27920","Cuba","CUB","AMRO","Upper middle income",2050,175693.281818889,"HWF"
"27921","Cyprus","CYP","EURO","High income",2050,18740.2627467474,"HWF"
"27922","Czech Republic","CZE","EURO","High income",2050,177773.617983395,"HWF"
"27923","Democratic Peoples Republic of Korea","PRK","SEARO","Low income",2050,222203.7976669,"HWF"
"27924","Democratic Republic of the Congo","COD","AFRO","Low income",2050,295925.368424069,"HWF"
"27925","Denmark","DNK","EURO","High income",2050,100227.50294542,"HWF"
"27926","Djibouti","DJI","EMRO","Lower middle income",2050,1557.25351769661,"HWF"
"27927","Dominica","DMA","AMRO","Upper middle income",2050,540.602471282235,"HWF"
"27928","Dominican Republic","DOM","AMRO","Upper middle income",2050,53967.7339928411,"HWF"
"27929","Ecuador","ECU","AMRO","Upper middle income",2050,99332.4434734436,"HWF"
"27930","Egypt","EGY","EMRO","Lower middle income",2050,237116.093649703,"HWF"
"27931","El Salvador","SLV","AMRO","Upper middle income",2050,45910.1744136547,"HWF"
"27932","Equatorial Guinea","GNQ","AFRO","Upper middle income",2050,1918.0985105569,"HWF"
"27933","Eritrea","ERI","AFRO","Low income",2050,10179.3705746885,"HWF"
"27934","Estonia","EST","EURO","High income",2050,20878.0904530219,"HWF"
"27935","Eswatini","SWZ","AFRO","Lower middle income",2050,7043.64910483545,"HWF"
"27936","Ethiopia","ETH","AFRO","Low income",2050,242228.07197493,"HWF"
"27937","Fiji","FJI","WPRO","Upper middle income",2050,3559.08193687711,"HWF"
"27938","Finland","FIN","EURO","High income",2050,158790.963075509,"HWF"
"27939","France","FRA","EURO","High income",2050,1234403.56447692,"HWF"
"27940","Gabon","GAB","AFRO","Upper middle income",2050,12453.4584837082,"HWF"
"27941","Gambia","GMB","AFRO","Low income",2050,4612.96030901382,"HWF"
"27942","Georgia","GEO","EURO","Upper middle income",2050,44028.0333502011,"HWF"
"27943","Germany","DEU","EURO","High income",2050,1479194.59522584,"HWF"
"27944","Ghana","GHA","AFRO","Lower middle income",2050,193301.00318567,"HWF"
"27945","Greece","GRC","EURO","High income",2050,111881.86658168,"HWF"
"27946","Grenada","GRD","AMRO","Upper middle income",2050,957.298293178742,"HWF"
"27947","Guatemala","GTM","AMRO","Upper middle income",2050,112272.095285885,"HWF"
"27948","Guinea","GIN","AFRO","Lower middle income",2050,18354.4030668526,"HWF"
"27949","Guinea-Bissau","GNB","AFRO","Low income",2050,4684.29228126024,"HWF"
"27950","Guyana","GUY","AMRO","High income",2050,4798.15250410955,"HWF"
"27951","Haiti","HTI","AMRO","Lower middle income",2050,9200.42772314338,"HWF"
"27952","Honduras","HND","AMRO","Lower middle income",2050,17431.4098606549,"HWF"
"27953","Hungary","HUN","EURO","High income",2050,143892.53537025,"HWF"
"27954","Iceland","ISL","EURO","High income",2050,9336.3787009474,"HWF"
"27955","India","IND","SEARO","Lower middle income",2050,3953640.64856718,"HWF"
"27956","Indonesia","IDN","SEARO","Upper middle income",2050,837226.020415564,"HWF"
"27957","Iran, Islamic Republic of","IRN","EMRO","Lower middle income",2050,332120.337492119,"HWF"
"27958","Iraq","IRQ","EMRO","Upper middle income",2050,281246.823538969,"HWF"
"27959","Ireland","IRL","EURO","High income",2050,127013.409909528,"HWF"
"27960","Israel","ISR","EURO","High income",2050,210181.483407463,"HWF"
"27961","Italy","ITA","EURO","High income",2050,889293.500369358,"HWF"
"27962","Jamaica","JAM","AMRO","Upper middle income",2050,4040.72908079323,"HWF"
"27963","Japan","JPN","WPRO","High income",2050,2045335.03730975,"HWF"
"27964","Jordan","JOR","EMRO","Lower middle income",2050,115266.175301288,"HWF"
"27965","Kazakhstan","KAZ","EURO","Upper middle income",2050,316376.278850764,"HWF"
"27966","Kenya","KEN","AFRO","Lower middle income",2050,77612.5184455412,"HWF"
"27967","Kiribati","KIR","WPRO","Lower middle income",2050,847.395736353728,"HWF"
"27968","Korea, Republic of","KOR","WPRO","High income",2050,730624.63822161,"HWF"
"27969","Kuwait","KWT","EMRO","High income",2050,55958.7964459691,"HWF"
"27970","Kyrgyzstan","KGZ","EURO","Lower middle income",2050,75928.5486888766,"HWF"
"27971","Lao People's Democratic Republic","LAO","WPRO","Lower middle income",2050,12161.0834757245,"HWF"
"27972","Latvia","LVA","EURO","High income",2050,15188.1861068033,"HWF"
"27973","Lebanon","LBN","EMRO","Lower middle income",2050,43942.790454728,"HWF"
"27974","Lesotho","LSO","AFRO","Lower middle income",2050,10358.3066359001,"HWF"
"27975","Liberia","LBR","AFRO","Low income",2050,20237.4041910119,"HWF"
"27976","Libya","LBY","EMRO","Upper middle income",2050,92879.3354005075,"HWF"
"27977","Lithuania","LTU","EURO","High income",2050,41467.149063442,"HWF"
"27978","Luxembourg","LUX","EURO","High income",2050,13691.0457153829,"HWF"
"27979","Macedonia, the former Yugoslav Republic of","MKD","EURO","Upper middle income",2050,10249.2757669727,"HWF"
"27980","Madagascar","MDG","AFRO","Low income",2050,27429.0948487144,"HWF"
"27981","Malawi","MWI","AFRO","Low income",2050,33320.9555030719,"HWF"
"27982","Malaysia","MYS","WPRO","Upper middle income",2050,255393.433022508,"HWF"
"27983","Maldives","MDV","SEARO","Upper middle income",2050,3662.82393457793,"HWF"
"27984","Mali","MLI","AFRO","Low income",2050,21598.1629209925,"HWF"
"27985","Malta","MLT","EURO","High income",2050,12569.2933044403,"HWF"
"27986","Mauritania","MRT","AFRO","Lower middle income",2050,9659.84904946788,"HWF"
"27987","Mauritius","MUS","AFRO","Upper middle income",2050,6479.22224728435,"HWF"
"27988","Mexico","MEX","AMRO","Upper middle income",2050,713337.373001126,"HWF"
"27989","Micronesia, Federated States of","FSM","WPRO","Lower middle income",2050,428.099045075775,"HWF"
"27990","Moldova, Republic of","MDA","EURO","Upper middle income",2050,26308.4718213343,"HWF"
"27991","Mongolia","MNG","WPRO","Lower middle income",2050,38824.5604539884,"HWF"
"27992","Montenegro","MNE","EURO","Upper middle income",2050,3697.0851842732,"HWF"
"27993","Morocco","MAR","EMRO","Lower middle income",2050,53720.5426772707,"HWF"
"27994","Mozambique","MOZ","AFRO","Low income",2050,70060.5783372933,"HWF"
"27995","Myanmar","MMR","SEARO","Lower middle income",2050,72871.761528887,"HWF"
"27996","Namibia","NAM","AFRO","Upper middle income",2050,15739.5781469576,"HWF"
"27997","Nepal","NPL","SEARO","Lower middle income",2050,138318.556384974,"HWF"
"27998","Netherlands","NLD","EURO","High income",2050,312497.986459725,"HWF"
"27999","New Zealand","NZL","WPRO","High income",2050,98780.3444875704,"HWF"
"28000","Nicaragua","NIC","AMRO","Lower middle income",2050,10788.9014063487,"HWF"
"28001","Niger","NER","AFRO","Low income",2050,12688.7694173231,"HWF"
"28002","Nigeria","NGA","AFRO","Lower middle income",2050,611623.3395988,"HWF"
"28003","Norway","NOR","EURO","High income",2050,153568.141289642,"HWF"
"28004","Oman","OMN","EMRO","High income",2050,61706.394738945,"HWF"
"28005","Pakistan","PAK","EMRO","Lower middle income",2050,654270.567626013,"HWF"
"28006","Panama","PAN","AMRO","High income",2050,32961.2947653453,"HWF"
"28007","Papua New Guinea","PNG","SEARO","Lower middle income",2050,9918.61429296031,"HWF"
"28008","Paraguay","PRY","AMRO","Upper middle income",2050,123082.478536554,"HWF"
"28009","Peru","PER","AMRO","Upper middle income",2050,208006.020339277,"HWF"
"28010","Philippines","PHL","WPRO","Lower middle income",2050,770873.4984375,"HWF"
"28011","Poland","POL","EURO","High income",2050,556831.880207415,"HWF"
"28012","Portugal","PRT","EURO","High income",2050,181792.64091511,"HWF"
"28013","Qatar","QAT","EMRO","High income",2050,66476.7992317938,"HWF"
"28014","Romania","ROU","EURO","High income",2050,259323.954869987,"HWF"
"28015","Russian Federation","RUS","EURO","Upper middle income",2050,1457295.90119334,"HWF"
"28016","Rwanda","RWA","AFRO","Low income",2050,25312.0633446859,"HWF"
"28017","Saint Lucia","LCA","AMRO","Upper middle income",2050,677.398762170676,"HWF"
"28018","Saint Vincent and the Grenadines","VCT","AMRO","Upper middle income",2050,855.252218352343,"HWF"
"28019","Samoa","WSM","WPRO","Lower middle income",2050,836.69391761277,"HWF"
"28020","Sao Tome And Principe","STP","AFRO","Lower middle income",2050,922.557695360686,"HWF"
"28021","Saudi Arabia","SAU","EMRO","High income",2050,743953.276619122,"HWF"
"28022","Senegal","SEN","AFRO","Lower middle income",2050,13919.2401792625,"HWF"
"28023","Serbia","SRB","EURO","Upper middle income",2050,71833.9258465261,"HWF"
"28024","Seychelles","SYC","AFRO","High income",2050,2107.1829726517,"HWF"
"28025","Sierra Leone","SLE","AFRO","Low income",2050,4575.82560704665,"HWF"
"28026","Singapore","SGP","WPRO","High income",2050,83342.4186384149,"HWF"
"28027","Slovakia","SVK","EURO","High income",2050,85859.3302463001,"HWF"
"28028","Slovenia","SVN","EURO","High income",2050,32016.5857268028,"HWF"
"28029","Solomon Islands","SLB","WPRO","Lower middle income",2050,3394.3289055575,"HWF"
"28030","Somalia","SOM","EMRO","Low income",2050,7876.3659178533,"HWF"
"28031","South Africa","ZAF","AFRO","Upper middle income",2050,321746.939513844,"HWF"
"28032","South Sudan","SSD","AFRO","Low income",2050,17178.1463954877,"HWF"
"28033","Spain","ESP","EURO","High income",2050,778569.253449425,"HWF"
"28034","Sri Lanka","LKA","SEARO","Lower middle income",2050,96409.5021926082,"HWF"
"28035","Sudan","SDN","EMRO","Low income",2050,157909.855638209,"HWF"
"28036","Suriname","SUR","AMRO","Upper middle income",2050,2235.68276449773,"HWF"
"28037","Sweden","SWE","EURO","High income",2050,362070.088709689,"HWF"
"28038","Switzerland","CHE","EURO","High income",2050,230700.981742428,"HWF"
"28039","Syrian Arab Republic","SYR","EMRO","Low income",2050,156958.105588878,"HWF"
"28040","Tajikistan","TJK","EURO","Lower middle income",2050,90073.8574744879,"HWF"
"28041","Tanzania, United Republic of","TZA","AFRO","Lower middle income",2050,83316.1062469963,"HWF"
"28042","Thailand","THA","SEARO","Upper middle income",2050,267420.932122429,"HWF"
"28043","Timor-Leste","TLS","SEARO","Lower middle income",2050,3013.85186346332,"HWF"
"28044","Togo","TGO","AFRO","Low income",2050,7086.92335755941,"HWF"
"28045","Tonga","TON","WPRO","Upper middle income",2050,373.672779880086,"HWF"
"28046","Trinidad and Tobago","TTO","AMRO","High income",2050,12410.3917027986,"HWF"
"28047","Tunisia","TUN","EMRO","Lower middle income",2050,55768.6056871849,"HWF"
"28048","Turkey","TUR","EURO","Upper middle income",2050,526468.394712224,"HWF"
"28049","Turkmenistan","TKM","EURO","Upper middle income",2050,45349.8595571728,"HWF"
"28050","Uganda","UGA","AFRO","Low income",2050,159830.590851245,"HWF"
"28051","Ukraine","UKR","EURO","Lower middle income",2050,338548.622583227,"HWF"
"28052","United Arab Emirates","ARE","EMRO","High income",2050,258795.24682591,"HWF"
"28053","United Kingdom","GBR","EURO","High income",2050,1241970.17799975,"HWF"
"28054","United States of America","USA","AMRO","High income",2050,6931756.27724077,"HWF"
"28055","Uruguay","URY","AMRO","High income",2050,65109.2620325747,"HWF"
"28056","Uzbekistan","UZB","EURO","Lower middle income",2050,652516.188819888,"HWF"
"28057","Vanuatu","VUT","WPRO","Lower middle income",2050,639.013333225092,"HWF"
"28058","Venezuela","VEN","AMRO","Upper middle income",2050,157177.516755926,"HWF"
"28059","Viet Nam","VNM","WPRO","Lower middle income",2050,148548.557160971,"HWF"
"28060","Yemen","YEM","EMRO","Low income",2050,94484.0247395664,"HWF"
"28061","Zambia","ZMB","AFRO","Lower middle income",2050,45735.2749533758,"HWF"
"28062","Zimbabwe","ZWE","AFRO","Lower middle income",2050,43328.7762039422,"HWF"
"28063","Andorra","AND","EURO","High income",2050,801.309333308973,"HWF"
"28064","Antigua And Barbuda","ATG","AMRO","High income",2050,1651.97550219816,"HWF"
"28065","Cook Islands","COK","WPRO","High income",2050,129.985903144798,"HWF"
"28066","Marshall Islands","MHL","WPRO","Upper middle income",2050,95.1908929314164,"HWF"
